Uniqlo;24;22.09.2020;1;
Uniqlo;25;22.09.2020;1;	 
Uniqlo;26;22.09.2020;1;
Uniqlo;27;22.09.2020;1;
Uniqlo;29;22.09.2020;1;
Uniqlo;30;22.09.2020;1;	 
Uniqlo;31;22.09.2020;1;
Uniqlo;32;22.09.2020;1;
Uniqlo;33;22.09.2020;1;
Uniqlo;34;22.09.2020;1;
Uniqlo;35;22.09.2020;1;
Uniqlo;36;22.09.2020;1;
Uniqlo;38;22.09.2020;1;
Uniqlo;39;22.09.2020;1;
Uniqlo;40;22.09.2020;1;
Uniqlo;41;22.09.2020;1;
Uniqlo;42;22.09.2020;1;
Uniqlo;43;22.09.2020;1;
Uniqlo;44;22.09.2020;1;
Uniqlo;45;22.09.2020;1;
Uniqlo;47;22.09.2020;1;
Uniqlo;1;22.09.2020;0;
Uniqlo;2;22.09.2020;0;
Uniqlo;3;22.09.2020;0;
Uniqlo;6;22.09.2020;0;
Uniqlo;9;22.09.2020;0;
Uniqlo;10;22.09.2020;0;
Uniqlo;12;22.09.2020;0;
Uniqlo;27;22.09.2020;0;
Uniqlo;13;22.09.2020;0;
Uniqlo;14;22.09.2020;0;
Uniqlo;15;22.09.2020;0;	 
Uniqlo;16;22.09.2020;0;	 
Uniqlo;17;22.09.2020;0;	 
Uniqlo;18;22.09.2020;0;	  
Uniqlo;19;22.09.2020;0;	 
Uniqlo;20;22.09.2020;0;	 
Uniqlo;21;22.09.2020;0;
Uniqlo;23;22.09.2020;0;
Uniqlo;24;22.09.2020;0;
Uniqlo;25;22.09.2020;0;	 
Uniqlo;26;22.09.2020;0;
Uniqlo;27;22.09.2020;0;
Uniqlo;29;22.09.2020;0;
Uniqlo;30;22.09.2020;0;	 
Uniqlo;31;22.09.2020;0;
Uniqlo;32;22.09.2020;0;
Uniqlo;33;22.09.2020;0;
Uniqlo;34;22.09.2020;0;
Uniqlo;35;22.09.2020;0;
Uniqlo;36;22.09.2020;0;
Uniqlo;38;22.09.2020;0;
Uniqlo;39;22.09.2020;0;
Uniqlo;40;22.09.2020;0;
Uniqlo;41;22.09.2020;0;
Uniqlo;42;22.09.2020;0;
Uniqlo;43;22.09.2020;0;
Uniqlo;44;22.09.2020;0;
Uniqlo;45;22.09.2020;0;
Uniqlo;47;22.09.2020;0;
Uniqlo;1;23.09.2020;1;
Uniqlo;2;23.09.2020;1;
Uniqlo;3;23.09.2020;1;
Uniqlo;6;23.09.2020;1;
Uniqlo;9;23.09.2020;1;
Uniqlo;10;23.09.2020;1;
Uniqlo;12;23.09.2020;1;
Uniqlo;27;23.09.2020;1;
Uniqlo;13;23.09.2020;1;
Uniqlo;14;23.09.2020;1;
Uniqlo;15;23.09.2020;1;	 
Uniqlo;16;23.09.2020;1;	 
Uniqlo;17;23.09.2020;1;	 
Uniqlo;18;23.09.2020;1;	  
Uniqlo;19;23.09.2020;1;	 
Uniqlo;20;23.09.2020;1;	 
Uniqlo;21;23.09.2020;1;
Uniqlo;23;23.09.2020;1;
Uniqlo;24;23.09.2020;1;
Uniqlo;25;23.09.2020;1;	 
Uniqlo;26;23.09.2020;1;
Uniqlo;27;23.09.2020;1;
Uniqlo;29;23.09.2020;1;
Uniqlo;30;23.09.2020;1;	 
Uniqlo;31;23.09.2020;1;
Uniqlo;32;23.09.2020;1;
Uniqlo;33;23.09.2020;1;
Uniqlo;34;23.09.2020;1;
Uniqlo;35;23.09.2020;1;
Uniqlo;36;23.09.2020;1;
Uniqlo;38;23.09.2020;1;
Uniqlo;39;23.09.2020;1;
Uniqlo;40;23.09.2020;1;
Uniqlo;41;23.09.2020;1;
Uniqlo;42;23.09.2020;1;
Uniqlo;43;23.09.2020;1;
Uniqlo;44;23.09.2020;1;
Uniqlo;45;23.09.2020;1;
Uniqlo;47;23.09.2020;1;
Uniqlo;1;23.09.2020;0;
Uniqlo;2;23.09.2020;0;
Uniqlo;3;23.09.2020;0;
Uniqlo;6;23.09.2020;0;
Uniqlo;9;23.09.2020;0;
Uniqlo;10;23.09.2020;0;
Uniqlo;12;23.09.2020;0;
Uniqlo;27;23.09.2020;0;
Uniqlo;13;23.09.2020;0;
Uniqlo;14;23.09.2020;0;
Uniqlo;15;23.09.2020;0;	 
Uniqlo;16;23.09.2020;0;	 
Uniqlo;17;23.09.2020;0;	 
Uniqlo;18;23.09.2020;0;	  
Uniqlo;19;23.09.2020;0;	 
Uniqlo;20;23.09.2020;0;	 
Uniqlo;21;23.09.2020;0;
Uniqlo;23;23.09.2020;0;
Uniqlo;24;23.09.2020;0;
Uniqlo;25;23.09.2020;0;	 
Uniqlo;26;23.09.2020;0;
Uniqlo;27;23.09.2020;0;
Uniqlo;29;23.09.2020;0;
Uniqlo;30;23.09.2020;0;	 
Uniqlo;31;23.09.2020;0;
Uniqlo;32;23.09.2020;0;
Uniqlo;33;23.09.2020;0;
Uniqlo;34;23.09.2020;0;
Uniqlo;35;23.09.2020;0;
Uniqlo;36;23.09.2020;0;
Uniqlo;38;23.09.2020;0;
Uniqlo;39;23.09.2020;0;
Uniqlo;40;23.09.2020;0;
Uniqlo;41;23.09.2020;0;
Uniqlo;42;23.09.2020;0;
Uniqlo;43;23.09.2020;0;
Uniqlo;44;23.09.2020;0;
Uniqlo;45;23.09.2020;0;
Uniqlo;47;23.09.2020;0;
Uniqlo;2;24.09.2020;0;
Uniqlo;9;24.09.2020;0;
Uniqlo;10;24.09.2020;0;
Uniqlo;11;24.09.2020;0;
Uniqlo;2;24.09.2020;1;
Uniqlo;9;24.09.2020;1;
Uniqlo;10;24.09.2020;1;
Uniqlo;11;24.09.2020;1;
Uniqlo;1;25.09.2020;1;
Uniqlo;2;25.09.2020;1;
Uniqlo;3;25.09.2020;1;
Uniqlo;6;25.09.2020;1;
Uniqlo;9;25.09.2020;1;
Uniqlo;10;25.09.2020;1;
Uniqlo;12;25.09.2020;1;
Uniqlo;27;25.09.2020;1;
Uniqlo;13;25.09.2020;1;
Uniqlo;14;25.09.2020;1;
Uniqlo;15;25.09.2020;1;	 
Uniqlo;16;25.09.2020;1;	 
Uniqlo;17;25.09.2020;1;	 
Uniqlo;18;25.09.2020;1;	  
Uniqlo;19;25.09.2020;1;	 
Uniqlo;20;25.09.2020;1;	 
Uniqlo;21;25.09.2020;1;
Uniqlo;23;25.09.2020;1;
Uniqlo;24;25.09.2020;1;
Uniqlo;25;25.09.2020;1;	 
Uniqlo;26;25.09.2020;1;
Uniqlo;27;25.09.2020;1;
Uniqlo;29;25.09.2020;1;
Uniqlo;30;25.09.2020;1;	 
Uniqlo;31;25.09.2020;1;
Uniqlo;32;25.09.2020;1;
Uniqlo;33;25.09.2020;1;
Uniqlo;34;25.09.2020;1;
Uniqlo;35;25.09.2020;1;
Uniqlo;36;25.09.2020;1;
Uniqlo;38;25.09.2020;1;
Uniqlo;39;25.09.2020;1;
Uniqlo;40;25.09.2020;1;
Uniqlo;41;25.09.2020;1;
Uniqlo;42;25.09.2020;1;
Uniqlo;43;25.09.2020;1;
Uniqlo;44;25.09.2020;1;
Uniqlo;45;25.09.2020;1;
Uniqlo;47;25.09.2020;1;
Uniqlo;1;25.09.2020;0;
Uniqlo;2;25.09.2020;0;
Uniqlo;3;25.09.2020;0;
Uniqlo;6;25.09.2020;0;
Uniqlo;9;25.09.2020;0;
Uniqlo;10;25.09.2020;0;
Uniqlo;12;25.09.2020;0;
Uniqlo;27;25.09.2020;0;
Uniqlo;13;25.09.2020;0;
Uniqlo;14;25.09.2020;0;
Uniqlo;15;25.09.2020;0;	 
Uniqlo;16;25.09.2020;0;	 
Uniqlo;17;25.09.2020;0;	 
Uniqlo;18;25.09.2020;0;	  
Uniqlo;19;25.09.2020;0;	 
Uniqlo;20;25.09.2020;0;	 
Uniqlo;21;25.09.2020;0;
Uniqlo;23;25.09.2020;0;
Uniqlo;24;25.09.2020;0;
Uniqlo;25;25.09.2020;0;	 
Uniqlo;26;25.09.2020;0;
Uniqlo;27;25.09.2020;0;
Uniqlo;29;25.09.2020;0;
Uniqlo;30;25.09.2020;0;	 
Uniqlo;31;25.09.2020;0;
Uniqlo;32;25.09.2020;0;
Uniqlo;33;25.09.2020;0;
Uniqlo;34;25.09.2020;0;
Uniqlo;35;25.09.2020;0;
Uniqlo;36;25.09.2020;0;
Uniqlo;38;25.09.2020;0;
Uniqlo;39;25.09.2020;0;
Uniqlo;40;25.09.2020;0;
Uniqlo;41;25.09.2020;0;
Uniqlo;42;25.09.2020;0;
Uniqlo;43;25.09.2020;0;
Uniqlo;44;25.09.2020;0;
Uniqlo;45;25.09.2020;0;
Uniqlo;47;25.09.2020;0;
Uniqlo;1;26.09.2020;1;
Uniqlo;2;26.09.2020;1;
Uniqlo;3;26.09.2020;1;
Uniqlo;6;26.09.2020;1;
Uniqlo;9;26.09.2020;1;
Uniqlo;10;26.09.2020;1;
Uniqlo;12;26.09.2020;1;
Uniqlo;27;26.09.2020;1;
Uniqlo;13;26.09.2020;1;
Uniqlo;14;26.09.2020;1;
Uniqlo;15;26.09.2020;1;	 
Uniqlo;16;26.09.2020;1;	 
Uniqlo;17;26.09.2020;1;	 
Uniqlo;18;26.09.2020;1;	  
Uniqlo;19;26.09.2020;1;	 
Uniqlo;20;26.09.2020;1;	 
Uniqlo;21;26.09.2020;1;
Uniqlo;23;26.09.2020;1;
Uniqlo;24;26.09.2020;1;
Uniqlo;25;26.09.2020;1;	 
Uniqlo;26;26.09.2020;1;
Uniqlo;27;26.09.2020;1;
Uniqlo;29;26.09.2020;1;
Uniqlo;30;26.09.2020;1;	 
Uniqlo;31;26.09.2020;1;
Uniqlo;32;26.09.2020;1;
Uniqlo;33;26.09.2020;1;
Uniqlo;34;26.09.2020;1;
Uniqlo;35;26.09.2020;1;
Uniqlo;36;26.09.2020;1;
Uniqlo;38;26.09.2020;1;
Uniqlo;39;26.09.2020;1;
Uniqlo;40;26.09.2020;1;
Uniqlo;41;26.09.2020;1;
Uniqlo;42;26.09.2020;1;
Uniqlo;43;26.09.2020;1;
Uniqlo;44;26.09.2020;1;
Uniqlo;45;26.09.2020;1;
Uniqlo;47;26.09.2020;1;
Uniqlo;1;26.09.2020;0;
Uniqlo;2;26.09.2020;0;
Uniqlo;3;26.09.2020;0;
Uniqlo;6;26.09.2020;0;
Uniqlo;9;26.09.2020;0;
Uniqlo;10;26.09.2020;0;
Uniqlo;12;26.09.2020;0;
Uniqlo;27;26.09.2020;0;
Uniqlo;13;26.09.2020;0;
Uniqlo;14;26.09.2020;0;
Uniqlo;15;26.09.2020;0;	 
Uniqlo;16;26.09.2020;0;	 
Uniqlo;17;26.09.2020;0;	 
Uniqlo;18;26.09.2020;0;	  
Uniqlo;19;26.09.2020;0;	 
Uniqlo;20;26.09.2020;0;	 
Uniqlo;21;26.09.2020;0;
Uniqlo;23;26.09.2020;0;
Uniqlo;24;26.09.2020;0;
Uniqlo;25;26.09.2020;0;	 
Uniqlo;26;26.09.2020;0;
Uniqlo;27;26.09.2020;0;
Uniqlo;29;26.09.2020;0;
Uniqlo;30;26.09.2020;0;	 
Uniqlo;31;26.09.2020;0;
Uniqlo;32;26.09.2020;0;
Uniqlo;33;26.09.2020;0;
Uniqlo;34;26.09.2020;0;
Uniqlo;35;26.09.2020;0;
Uniqlo;36;26.09.2020;0;
Uniqlo;38;26.09.2020;0;
Uniqlo;39;26.09.2020;0;
Uniqlo;40;26.09.2020;0;
Uniqlo;41;26.09.2020;0;
Uniqlo;42;26.09.2020;0;
Uniqlo;43;26.09.2020;0;
Uniqlo;44;26.09.2020;0;
Uniqlo;45;26.09.2020;0;
Uniqlo;47;26.09.2020;0;
